,Unnamed: 0,x,y,severity,description,label,normalized_body,normalized_body_tokens
47,47,39.284855,-2.4205604,5.0,"A flaw was found in Keycloak before 13.0.0, where it is possible to force the server to call out an unverified URL using the OIDC parameter request_uri. This flaw allows an attacker to use this parameter to execute a Server-side request forgery (SSRF) attack.",5,possible force server call unverified url using oidc parameter requesturi allows attacker use parameter execute serverside request forgery ssrf attack,"['possible', 'force', 'server', 'call', 'unverified', 'url', 'using', 'oidc', 'parameter', 'requesturi', 'allows', 'attacker', 'use', 'parameter', 'execute', 'serverside', 'request', 'forgery', 'ssrf', 'attack']"
48,48,39.603306,-0.911433,3.5,"A flaw was found in Keycloak before version 12.0.0, where it is possible to add unsafe schemes for the redirect_uri parameter. This flaw allows an attacker to perform a Cross-site scripting attack.",5,version possible add unsafe schemes redirecturi parameter allows attacker perform crosssite scripting attack,"['version', 'possible', 'add', 'unsafe', 'schemes', 'redirecturi', 'parameter', 'allows', 'attacker', 'perform', 'crosssite', 'scripting', 'attack']"
49,49,35.747253,0.7558299,5.0,"A vulnerability was found in keycloak, where path traversal using URL-encoded path segments in the request is possible because the resources endpoint applies a transformation of the url path to the file path. Only few specific folder hierarchies can be exposed by this flaw",5,vulnerability path traversal using urlencoded path segments request possible resources endpoint applies transformation url path file path specific folder hierarchies exposed,"['vulnerability', 'path', 'traversal', 'using', 'urlencoded', 'path', 'segments', 'request', 'possible', 'resources', 'endpoint', 'applies', 'transformation', 'url', 'path', 'file', 'path', 'specific', 'folder', 'hierarchies', 'exposed']"
50,50,47.140366,-5.225824,5.5,"It was found that Keycloak before version 12.0.0 would permit a user with only view-profile role to manage the resources in the new account console, allowing access and modification of data the user was not intended to have.",5,version would permit user viewprofile role manage resources new account console allowing access modification data user intended,"['version', 'would', 'permit', 'user', 'viewprofile', 'role', 'manage', 'resources', 'new', 'account', 'console', 'allowing', 'access', 'modification', 'data', 'user', 'intended']"
51,51,50.516056,-3.3745654,4.0,A flaw was found in Keycloak 7.0.1. A logged in user can do an account email enumeration attack.,14,logged user account email enumeration attack,"['logged', 'user', 'account', 'email', 'enumeration', 'attack']"
52,52,46.3794,-5.4185762,4.9,A flaw was found in Keycloak before version 12.0.0 where it is possible to update the user's metadata attributes using Account REST API. This flaw allows an attacker to change its own NameID attribute to impersonate the admin user for any particular application.,5,version possible update users metadata attributes using account rest api allows attacker change nameid attribute impersonate admin user particular application,"['version', 'possible', 'update', 'users', 'metadata', 'attributes', 'using', 'account', 'rest', 'api', 'allows', 'attacker', 'change', 'nameid', 'attribute', 'impersonate', 'admin', 'user', 'particular', 'application']"
53,53,43.728184,-7.1077,4.3,A flaw was found in keycloak in versions prior to 13.0.0. The client registration endpoint allows fetching information about PUBLIC clients (like client secret) without authentication which could be an issue if the same PUBLIC client changed to CONFIDENTIAL later. The highest threat from this vulnerability is to data confidentiality.,5,versions prior client registration endpoint allows fetching information public clients like client secret without authentication could issue public client changed confidential later highest threat vulnerability data confidentiality,"['versions', 'prior', 'client', 'registration', 'endpoint', 'allows', 'fetching', 'information', 'public', 'clients', 'like', 'client', 'secret', 'without', 'authentication', 'could', 'issue', 'public', 'client', 'changed', 'confidential', 'later', 'highest', 'threat', 'vulnerability', 'data', 'confidentiality']"
54,54,43.6818,-8.247101,5.4,A flaw was found in keycloak affecting versions 11.0.3 and 12.0.0. An expired certificate would be accepted by the direct-grant authenticator because of missing time stamp validations. The highest threat from this vulnerability is to data confidentiality and integrity.,5,affecting versions expired certificate would accepted directgrant authenticator missing time stamp validations highest threat vulnerability data confidentiality integrity,"['affecting', 'versions', 'expired', 'certificate', 'would', 'accepted', 'directgrant', 'authenticator', 'missing', 'time', 'stamp', 'validations', 'highest', 'threat', 'vulnerability', 'data', 'confidentiality', 'integrity']"
55,55,35.137882,0.8667586,4.6,"A flaw was found in keycloak. Directories can be created prior to the Java process creating them in the temporary directory, but with wider user permissions, allowing the attacker to have access to the contents that keycloak stores in this directory. The highest threat from this vulnerability is to data confidentiality and integrity.",5,directories created prior java process creating temporary directory wider user permissions allowing attacker access contents stores directory highest threat vulnerability data confidentiality integrity,"['directories', 'created', 'prior', 'java', 'process', 'creating', 'temporary', 'directory', 'wider', 'user', 'permissions', 'allowing', 'attacker', 'access', 'contents', 'stores', 'directory', 'highest', 'threat', 'vulnerability', 'data', 'confidentiality', 'integrity']"
56,56,45.34416,-7.09734,4.6,"A flaw was found in Keycloak 12.0.0 where re-authentication does not occur while updating the password. This flaw allows an attacker to take over an account if they can obtain temporary, physical access to a user’s browser. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",5,reauthentication occur updating password allows attacker take account obtain temporary physical access users browser highest threat vulnerability confidentiality integrity well system availability,"['reauthentication', 'occur', 'updating', 'password', 'allows', 'attacker', 'take', 'account', 'obtain', 'temporary', 'physical', 'access', 'users', 'browser', 'highest', 'threat', 'vulnerability', 'confidentiality', 'integrity', 'well', 'system', 'availability']"
57,57,45.170486,-3.9396014,5.0,A flaw was found in keycloak as shipped in Red Hat Single Sign-On 7.4 where IDN homograph attacks are possible. A malicious user can register himself with a name already registered and trick admin to grant him extra privileges.,5,shipped red hat single signon idn homograph attacks possible malicious user register name already registered trick admin grant extra privileges,"['shipped', 'red', 'hat', 'single', 'signon', 'idn', 'homograph', 'attacks', 'possible', 'malicious', 'user', 'register', 'name', 'already', 'registered', 'trick', 'admin', 'grant', 'extra', 'privileges']"
58,58,47.777634,-10.568388,3.3,A flaw was found in keycloak where keycloak may fail to logout user session if the logout request comes from external SAML identity provider and Principal Type is set to Attribute [Name].,5,may fail logout user session logout request comes external saml identity provider principal type set attribute name,"['may', 'fail', 'logout', 'user', 'session', 'logout', 'request', 'comes', 'external', 'saml', 'identity', 'provider', 'principal', 'type', 'set', 'attribute', 'name']"
59,59,45.516373,-7.6456003,7.5,A flaw was found in keycloak where a brute force attack is possible even when the permanent lockout feature is enabled. This is due to a wrong error message displayed when wrong credentials are entered. The highest threat from this vulnerability is to confidentiality.,5,brute force attack possible even permanent lockout feature enabled due wrong error message displayed wrong credentials entered highest threat vulnerability confidentiality,"['brute', 'force', 'attack', 'possible', 'even', 'permanent', 'lockout', 'feature', 'enabled', 'due', 'wrong', 'error', 'message', 'displayed', 'wrong', 'credentials', 'entered', 'highest', 'threat', 'vulnerability', 'confidentiality']"
60,60,44.330776,-5.5346565,7.5,A flaw was found in Keycloak. This vulnerability allows anyone to register a new security device or key when there is not a device already registered for any user by using the WebAuthn password-less login flow.,5,vulnerability allows anyone register new security device key device already registered user using webauthn passwordless login flow,"['vulnerability', 'allows', 'anyone', 'register', 'new', 'security', 'device', 'key', 'device', 'already', 'registered', 'user', 'using', 'webauthn', 'passwordless', 'login', 'flow']"
61,61,46.50848,-8.242778,6.8,"A flaw was found in keycloak, where the default ECP binding flow allows other authentication flows to be bypassed. By exploiting this behavior, an attacker can bypass the MFA authentication by sending a SOAP request with an AuthnRequest and Authorization header with the user's credentials. The highest threat from this vulnerability is to confidentiality and integrity.",5,default ecp binding flow allows authentication flows bypassed exploiting behavior attacker bypass mfa authentication sending soap request authnrequest authorization header users credentials highest threat vulnerability confidentiality integrity,"['default', 'ecp', 'binding', 'flow', 'allows', 'authentication', 'flows', 'bypassed', 'exploiting', 'behavior', 'attacker', 'bypass', 'mfa', 'authentication', 'sending', 'soap', 'request', 'authnrequest', 'authorization', 'header', 'users', 'credentials', 'highest', 'threat', 'vulnerability', 'confidentiality', 'integrity']"
